id,ket_waktu,nama_marketplace,jenis_barang,total_penjualan,status_promosi
46857,21-12-13,Shopee,Kuliner,23.0,0
46858,21-12-13,Shopee,Peralatan Olahraga,0.0,0
46859,21-12-13,Shopee,Alat Tulis dan Kantor,0.0,0
46860,21-12-13,Shopee,Hasil Laut,0.0,0
46861,22-12-13,Lazada,Otomotif,4.0,0
46862,22-12-13,Lazada,Perlengkapan Bayi,0.0,0
46863,22-12-13,Lazada,Produk Kecantikan,0.0,0
46864,22-12-13,Lazada,Minuman,1221.0,0
46865,22-12-13,Lazada,Buku dan Novel,0.0,0
46866,22-12-13,Lazada,Roti,166.0,0
46867,22-12-13,Lazada,Perlengkapan Kado,0.0,0
46868,22-12-13,Lazada,Peralatan Rumah Tangga,959.0,0
46869,22-12-13,Lazada,Kebutuhan Sehari-hari,301.0,0
46870,22-12-13,Lazada,Makanan Jadi,139.0,0
46871,22-12-13,Lazada,Telur Ayam,134.0,0
46872,22-12-13,Lazada,Makanan Beku KemasanS,197.343,0
46873,22-12-13,Lazada,Sayur,2426.0,0
46874,22-12-13,Lazada,Buah,17.0,0
46875,22-12-13,Lazada,Gadget dan Aksesoris Handphone,0.0,0
46876,22-12-13,Lazada,IoT dan Smart Home,0.0,0
46877,22-12-13,Lazada,Peralatan Portable,0.0,0
46878,22-12-13,Lazada,Alat Elektronik Rumah,1.0,0
46879,22-12-13,Lazada,Perawatan Kesehatan,0.0,0
46880,22-12-13,Lazada,Fashion Wanita,0.0,0
46881,22-12-13,Lazada,Tanaman Hias,0.0,0
46882,22-12-13,Lazada,Perlengkapan Bayi,10.0,0
46883,22-12-13,Lazada,Perlengkapan Camping,0.0,0
46884,22-12-13,Lazada,Novel,0.0,0
46885,22-12-13,Lazada,Daging,145.388,0
46886,22-12-13,Lazada,Perlengkapan Ibadah,131.0,0
46887,22-12-13,Lazada,Perlengkapan Petshop,0.0,0
46888,22-12-13,Lazada,Voucher Game dan Layanan,0.0,0
46889,22-12-13,Lazada,Daging Putih,21.830.899,0
46890,22-12-13,Lazada,Kuliner,14.0,0
46891,22-12-13,Lazada,Peralatan Olahraga,0.0,0
46892,22-12-13,Lazada,Alat Tulis dan Kantor,0.0,0
46893,22-12-13,Lazada,Hasil Laut,1.0,0
46894,22-12-13,Tokopedia,Otomotif,6.0,0
46895,22-12-13,Tokopedia,Perlengkapan Bayi,0.0,0
46896,22-12-13,Tokopedia,Produk Kecantikan,1.0,0
46897,22-12-13,Tokopedia,Minuman,1076.0,0
46898,22-12-13,Tokopedia,Buku dan Novel,0.0,0
46899,22-12-13,Tokopedia,Roti,146.0,0
46900,22-12-13,Tokopedia,Perlengkapan Kado,0.0,0
46901,22-12-13,Tokopedia,Peralatan Rumah Tangga,1061.0,0
46902,22-12-13,Tokopedia,Kebutuhan Sehari-hari,380.0,0
46903,22-12-13,Tokopedia,Makanan Jadi,299.0,0
46904,22-12-13,Tokopedia,Telur Ayam,157.0,0
46905,22-12-13,Tokopedia,Makanan Beku KemasanS,700.506,0
46906,22-12-13,Tokopedia,Sayur,3471.0,0
46907,22-12-13,Tokopedia,Buah,9.0,0
46908,22-12-13,Tokopedia,Gadget dan Aksesoris Handphone,1.0,0
46909,22-12-13,Tokopedia,IoT dan Smart Home,0.0,0
46910,22-12-13,Tokopedia,Peralatan Portable,0.0,0
46911,22-12-13,Tokopedia,Alat Elektronik Rumah,1.0,0
46912,22-12-13,Tokopedia,Perawatan Kesehatan,0.0,0
46913,22-12-13,Tokopedia,Fashion Wanita,0.0,0
46914,22-12-13,Tokopedia,Tanaman Hias,0.0,0
46915,22-12-13,Tokopedia,Perlengkapan Bayi,4.0,0
46916,22-12-13,Tokopedia,Perlengkapan Camping,0.0,0
46917,22-12-13,Tokopedia,Novel,0.0,0
46918,22-12-13,Tokopedia,Daging,186.117,0
46919,22-12-13,Tokopedia,Perlengkapan Ibadah,161.0,0
46920,22-12-13,Tokopedia,Perlengkapan Petshop,0.0,0
46921,22-12-13,Tokopedia,Voucher Game dan Layanan,0.0,0
46922,22-12-13,Tokopedia,Daging Putih,366.101,0
46923,22-12-13,Tokopedia,Kuliner,40.0,0
46924,22-12-13,Tokopedia,Peralatan Olahraga,0.0,0
46925,22-12-13,Tokopedia,Alat Tulis dan Kantor,0.0,0
46926,22-12-13,Tokopedia,Hasil Laut,29.0,0
46927,22-12-13,Blibli,Otomotif,4.0,0
46928,22-12-13,Blibli,Perlengkapan Bayi,0.0,0
46929,22-12-13,Blibli,Produk Kecantikan,0.0,0
46930,22-12-13,Blibli,Minuman,453.0,0
46931,22-12-13,Blibli,Buku dan Novel,0.0,0
46932,22-12-13,Blibli,Roti,151.0,0
46933,22-12-13,Blibli,Perlengkapan Kado,0.0,0
46934,22-12-13,Blibli,Peralatan Rumah Tangga,569.0,0
46935,22-12-13,Blibli,Kebutuhan Sehari-hari,206.0,0
46936,22-12-13,Blibli,Makanan Jadi,83.0,0
46937,22-12-13,Blibli,Telur Ayam,179.0,0
46938,22-12-13,Blibli,Makanan Beku KemasanS,264.481,0
46939,22-12-13,Blibli,Sayur,1892.0,0
46940,22-12-13,Blibli,Buah,6.0,0
46941,22-12-13,Blibli,Gadget dan Aksesoris Handphone,2.0,0
46942,22-12-13,Blibli,IoT dan Smart Home,0.0,0
46943,22-12-13,Blibli,Peralatan Portable,0.0,0
46944,22-12-13,Blibli,Alat Elektronik Rumah,1.0,0
46945,22-12-13,Blibli,Perawatan Kesehatan,0.0,0
46946,22-12-13,Blibli,Fashion Wanita,0.0,0
46947,22-12-13,Blibli,Tanaman Hias,0.0,0
46948,22-12-13,Blibli,Perlengkapan Bayi,9.0,0
46949,22-12-13,Blibli,Perlengkapan Camping,0.0,0
46950,22-12-13,Blibli,Novel,0.0,0
46951,22-12-13,Blibli,Daging,58.139,0
46952,22-12-13,Blibli,Perlengkapan Ibadah,114.0,0
46953,22-12-13,Blibli,Perlengkapan Petshop,0.0,0
46954,22-12-13,Blibli,Voucher Game dan Layanan,0.0,0
46955,22-12-13,Blibli,Daging Putih,175.767,0
46956,22-12-13,Blibli,Kuliner,8.0,0
46957,22-12-13,Blibli,Peralatan Olahraga,0.0,0
46958,22-12-13,Blibli,Alat Tulis dan Kantor,0.0,0
46959,22-12-13,Blibli,Hasil Laut,0.0,0
46960,22-12-13,Shopee,Otomotif,5.0,0
46961,22-12-13,Shopee,Perlengkapan Bayi,0.0,0
46962,22-12-13,Shopee,Produk Kecantikan,0.0,0
46963,22-12-13,Shopee,Minuman,983.0,0
46964,22-12-13,Shopee,Buku dan Novel,0.0,0
46965,22-12-13,Shopee,Roti,322.0,0
46966,22-12-13,Shopee,Perlengkapan Kado,0.0,0
46967,22-12-13,Shopee,Peralatan Rumah Tangga,1118.0,0
46968,22-12-13,Shopee,Kebutuhan Sehari-hari,436.0,0
46969,22-12-13,Shopee,Makanan Jadi,209.0,0
46970,22-12-13,Shopee,Telur Ayam,110.0,0
46971,22-12-13,Shopee,Makanan Beku KemasanS,508.458,0
46972,22-12-13,Shopee,Sayur,3976.0,0
46973,22-12-13,Shopee,Buah,4.0,0
46974,22-12-13,Shopee,Gadget dan Aksesoris Handphone,0.0,0
46975,22-12-13,Shopee,IoT dan Smart Home,0.0,0
46976,22-12-13,Shopee,Peralatan Portable,0.0,0
46977,22-12-13,Shopee,Alat Elektronik Rumah,0.0,0
46978,22-12-13,Shopee,Perawatan Kesehatan,0.0,0
46979,22-12-13,Shopee,Fashion Wanita,0.0,0
46980,22-12-13,Shopee,Tanaman Hias,0.0,0
46981,22-12-13,Shopee,Perlengkapan Bayi,4.0,0
46982,22-12-13,Shopee,Perlengkapan Camping,0.0,0
46983,22-12-13,Shopee,Novel,0.0,0
46984,22-12-13,Shopee,Daging,84.438,0
46985,22-12-13,Shopee,Perlengkapan Ibadah,240.0,0
46986,22-12-13,Shopee,Perlengkapan Petshop,0.0,0
46987,22-12-13,Shopee,Voucher Game dan Layanan,0.0,0
46988,22-12-13,Shopee,Daging Putih,313.793,0
46989,22-12-13,Shopee,Kuliner,20.0,0
46990,22-12-13,Shopee,Peralatan Olahraga,0.0,0
46991,22-12-13,Shopee,Alat Tulis dan Kantor,0.0,0
46992,22-12-13,Shopee,Hasil Laut,0.0,0
46993,23-12-13,Lazada,Otomotif,4.0,0
46994,23-12-13,Lazada,Perlengkapan Bayi,0.0,0
46995,23-12-13,Lazada,Produk Kecantikan,0.0,0
46996,23-12-13,Lazada,Minuman,1349.0,0
46997,23-12-13,Lazada,Buku dan Novel,0.0,0
46998,23-12-13,Lazada,Roti,135.0,0
46999,23-12-13,Lazada,Perlengkapan Kado,0.0,0
47000,23-12-13,Lazada,Peralatan Rumah Tangga,1022.0,0
47001,23-12-13,Lazada,Kebutuhan Sehari-hari,376.0,0
47002,23-12-13,Lazada,Makanan Jadi,224.0,0
47003,23-12-13,Lazada,Telur Ayam,142.0,0
47004,23-12-13,Lazada,Makanan Beku KemasanS,52.982.904,0
47005,23-12-13,Lazada,Sayur,3831.0,0
47006,23-12-13,Lazada,Buah,21.0,0
47007,23-12-13,Lazada,Gadget dan Aksesoris Handphone,1.0,0
47008,23-12-13,Lazada,IoT dan Smart Home,0.0,0
47009,23-12-13,Lazada,Peralatan Portable,0.0,0
47010,23-12-13,Lazada,Alat Elektronik Rumah,0.0,0
47011,23-12-13,Lazada,Perawatan Kesehatan,0.0,0
47012,23-12-13,Lazada,Fashion Wanita,0.0,0
47013,23-12-13,Lazada,Tanaman Hias,0.0,0
47014,23-12-13,Lazada,Perlengkapan Bayi,4.0,0
47015,23-12-13,Lazada,Perlengkapan Camping,130.0,0
47016,23-12-13,Lazada,Novel,0.0,0
47017,23-12-13,Lazada,Daging,220.888,0
47018,23-12-13,Lazada,Perlengkapan Ibadah,134.0,0
47019,23-12-13,Lazada,Perlengkapan Petshop,0.0,0
47020,23-12-13,Lazada,Voucher Game dan Layanan,0.0,0
47021,23-12-13,Lazada,Daging Putih,227.607,0
47022,23-12-13,Lazada,Kuliner,12.0,0
47023,23-12-13,Lazada,Peralatan Olahraga,0.0,0
47024,23-12-13,Lazada,Alat Tulis dan Kantor,0.0,0
47025,23-12-13,Lazada,Hasil Laut,1.0,0
47026,23-12-13,Tokopedia,Otomotif,7.0,0
47027,23-12-13,Tokopedia,Perlengkapan Bayi,0.0,0
47028,23-12-13,Tokopedia,Produk Kecantikan,1.0,0
47029,23-12-13,Tokopedia,Minuman,1018.0,0
47030,23-12-13,Tokopedia,Buku dan Novel,0.0,0
47031,23-12-13,Tokopedia,Roti,139.0,0
47032,23-12-13,Tokopedia,Perlengkapan Kado,0.0,0
47033,23-12-13,Tokopedia,Peralatan Rumah Tangga,1309.0,0
47034,23-12-13,Tokopedia,Kebutuhan Sehari-hari,498.0,0
47035,23-12-13,Tokopedia,Makanan Jadi,307.0,0
47036,23-12-13,Tokopedia,Telur Ayam,101.0,0
47037,23-12-13,Tokopedia,Makanan Beku KemasanS,47.238.498,0
47038,23-12-13,Tokopedia,Sayur,4334.0,0
47039,23-12-13,Tokopedia,Buah,18.0,0
47040,23-12-13,Tokopedia,Gadget dan Aksesoris Handphone,0.0,0
47041,23-12-13,Tokopedia,IoT dan Smart Home,0.0,0
47042,23-12-13,Tokopedia,Peralatan Portable,0.0,0
47043,23-12-13,Tokopedia,Alat Elektronik Rumah,0.0,0
47044,23-12-13,Tokopedia,Perawatan Kesehatan,0.0,0
47045,23-12-13,Tokopedia,Fashion Wanita,0.0,0
47046,23-12-13,Tokopedia,Tanaman Hias,0.0,0
47047,23-12-13,Tokopedia,Perlengkapan Bayi,7.0,0
47048,23-12-13,Tokopedia,Perlengkapan Camping,167.0,0
47049,23-12-13,Tokopedia,Novel,0.0,0
47050,23-12-13,Tokopedia,Daging,28.034.302,0
47051,23-12-13,Tokopedia,Perlengkapan Ibadah,137.0,0
47052,23-12-13,Tokopedia,Perlengkapan Petshop,0.0,0
47053,23-12-13,Tokopedia,Voucher Game dan Layanan,0.0,0
47054,23-12-13,Tokopedia,Daging Putih,338.251,0
47055,23-12-13,Tokopedia,Kuliner,42.0,0
47056,23-12-13,Tokopedia,Peralatan Olahraga,0.0,0
47057,23-12-13,Tokopedia,Alat Tulis dan Kantor,0.0,0
47058,23-12-13,Tokopedia,Hasil Laut,11.0,0
47059,23-12-13,Blibli,Otomotif,0.0,0
47060,23-12-13,Blibli,Perlengkapan Bayi,0.0,0
47061,23-12-13,Blibli,Produk Kecantikan,0.0,0
47062,23-12-13,Blibli,Minuman,335.0,0
47063,23-12-13,Blibli,Buku dan Novel,0.0,0
47064,23-12-13,Blibli,Roti,191.0,0
47065,23-12-13,Blibli,Perlengkapan Kado,0.0,0
47066,23-12-13,Blibli,Peralatan Rumah Tangga,594.0,0
47067,23-12-13,Blibli,Kebutuhan Sehari-hari,225.0,0
47068,23-12-13,Blibli,Makanan Jadi,107.0,0
47069,23-12-13,Blibli,Telur Ayam,75.0,0
47070,23-12-13,Blibli,Makanan Beku KemasanS,304.49,0
47071,23-12-13,Blibli,Sayur,1968.0,0
47072,23-12-13,Blibli,Buah,0.0,0
47073,23-12-13,Blibli,Gadget dan Aksesoris Handphone,0.0,0
47074,23-12-13,Blibli,IoT dan Smart Home,0.0,0
47075,23-12-13,Blibli,Peralatan Portable,0.0,0
47076,23-12-13,Blibli,Alat Elektronik Rumah,1.0,0
47077,23-12-13,Blibli,Perawatan Kesehatan,0.0,0
47078,23-12-13,Blibli,Fashion Wanita,0.0,0
47079,23-12-13,Blibli,Tanaman Hias,0.0,0
47080,23-12-13,Blibli,Perlengkapan Bayi,8.0,0
47081,23-12-13,Blibli,Perlengkapan Camping,81.0,0
47082,23-12-13,Blibli,Novel,0.0,0
47083,23-12-13,Blibli,Daging,45.759,0
47084,23-12-13,Blibli,Perlengkapan Ibadah,126.0,0
47085,23-12-13,Blibli,Perlengkapan Petshop,0.0,0
47086,23-12-13,Blibli,Voucher Game dan Layanan,0.0,0
47087,23-12-13,Blibli,Daging Putih,206.038,0
47088,23-12-13,Blibli,Kuliner,7.0,0
47089,23-12-13,Blibli,Peralatan Olahraga,0.0,0
47090,23-12-13,Blibli,Alat Tulis dan Kantor,0.0,0
47091,23-12-13,Blibli,Hasil Laut,1.0,0
47092,23-12-13,Shopee,Otomotif,4.0,0
47093,23-12-13,Shopee,Perlengkapan Bayi,0.0,0
47094,23-12-13,Shopee,Produk Kecantikan,0.0,0
47095,23-12-13,Shopee,Minuman,1041.0,0
47096,23-12-13,Shopee,Buku dan Novel,0.0,0
47097,23-12-13,Shopee,Roti,291.0,0
47098,23-12-13,Shopee,Perlengkapan Kado,0.0,0
47099,23-12-13,Shopee,Peralatan Rumah Tangga,1394.0,0
47100,23-12-13,Shopee,Kebutuhan Sehari-hari,510.0,0
47101,23-12-13,Shopee,Makanan Jadi,290.0,0
47102,23-12-13,Shopee,Telur Ayam,162.0,0
47103,23-12-13,Shopee,Makanan Beku KemasanS,1.285.252,0
47104,23-12-13,Shopee,Sayur,6071.0,0
47105,23-12-13,Shopee,Buah,10.0,0
47106,23-12-13,Shopee,Gadget dan Aksesoris Handphone,0.0,0
47107,23-12-13,Shopee,IoT dan Smart Home,0.0,0
47108,23-12-13,Shopee,Peralatan Portable,0.0,0
47109,23-12-13,Shopee,Alat Elektronik Rumah,0.0,0
47110,23-12-13,Shopee,Perawatan Kesehatan,0.0,0
47111,23-12-13,Shopee,Fashion Wanita,0.0,0
47112,23-12-13,Shopee,Tanaman Hias,0.0,0
47113,23-12-13,Shopee,Perlengkapan Bayi,2.0,0
47114,23-12-13,Shopee,Perlengkapan Camping,128.0,0
47115,23-12-13,Shopee,Novel,0.0,0
47116,23-12-13,Shopee,Daging,91.343,0
47117,23-12-13,Shopee,Perlengkapan Ibadah,225.0,0
47118,23-12-13,Shopee,Perlengkapan Petshop,0.0,0
47119,23-12-13,Shopee,Voucher Game dan Layanan,0.0,0
47120,23-12-13,Shopee,Daging Putih,350.799,0
47121,23-12-13,Shopee,Kuliner,26.0,0
47122,23-12-13,Shopee,Peralatan Olahraga,0.0,0
47123,23-12-13,Shopee,Alat Tulis dan Kantor,0.0,0
47124,23-12-13,Shopee,Hasil Laut,4.0,0
47125,24-12-13,Lazada,Otomotif,1.0,0
47126,24-12-13,Lazada,Perlengkapan Bayi,0.0,0
47127,24-12-13,Lazada,Produk Kecantikan,0.0,0
47128,24-12-13,Lazada,Minuman,1479.0,0
47129,24-12-13,Lazada,Buku dan Novel,0.0,0
47130,24-12-13,Lazada,Roti,161.0,0
47131,24-12-13,Lazada,Perlengkapan Kado,0.0,0
47132,24-12-13,Lazada,Peralatan Rumah Tangga,933.0,0
47133,24-12-13,Lazada,Kebutuhan Sehari-hari,350.0,0
47134,24-12-13,Lazada,Makanan Jadi,232.0,0
47135,24-12-13,Lazada,Telur Ayam,89.0,0
47136,24-12-13,Lazada,Makanan Beku KemasanS,355.16,0
47137,24-12-13,Lazada,Sayur,4317.0,0
47138,24-12-13,Lazada,Buah,48.0,0
47139,24-12-13,Lazada,Gadget dan Aksesoris Handphone,0.0,0
47140,24-12-13,Lazada,IoT dan Smart Home,0.0,0
47141,24-12-13,Lazada,Peralatan Portable,0.0,0
47142,24-12-13,Lazada,Alat Elektronik Rumah,0.0,0
47143,24-12-13,Lazada,Perawatan Kesehatan,0.0,0
47144,24-12-13,Lazada,Fashion Wanita,0.0,0
47145,24-12-13,Lazada,Tanaman Hias,0.0,0
47146,24-12-13,Lazada,Perlengkapan Bayi,7.0,0
47147,24-12-13,Lazada,Perlengkapan Camping,168.0,0
47148,24-12-13,Lazada,Novel,0.0,0
47149,24-12-13,Lazada,Daging,108.450.005,0
47150,24-12-13,Lazada,Perlengkapan Ibadah,125.0,0
47151,24-12-13,Lazada,Perlengkapan Petshop,0.0,0
47152,24-12-13,Lazada,Voucher Game dan Layanan,0.0,0
47153,24-12-13,Lazada,Daging Putih,297.73,0
47154,24-12-13,Lazada,Kuliner,14.0,0
47155,24-12-13,Lazada,Peralatan Olahraga,0.0,0
47156,24-12-13,Lazada,Alat Tulis dan Kantor,0.0,0
47157,24-12-13,Lazada,Hasil Laut,4.0,0
47158,24-12-13,Tokopedia,Otomotif,0.0,0
47159,24-12-13,Tokopedia,Perlengkapan Bayi,0.0,0
47160,24-12-13,Tokopedia,Produk Kecantikan,0.0,0
47161,24-12-13,Tokopedia,Minuman,1690.0,0
47162,24-12-13,Tokopedia,Buku dan Novel,0.0,0
47163,24-12-13,Tokopedia,Roti,246.0,0
47164,24-12-13,Tokopedia,Perlengkapan Kado,0.0,0
47165,24-12-13,Tokopedia,Peralatan Rumah Tangga,1147.0,0
47166,24-12-13,Tokopedia,Kebutuhan Sehari-hari,537.0,0
47167,24-12-13,Tokopedia,Makanan Jadi,499.0,0
47168,24-12-13,Tokopedia,Telur Ayam,199.0,0
47169,24-12-13,Tokopedia,Makanan Beku KemasanS,25.235.301,0
47170,24-12-13,Tokopedia,Sayur,4549.0,0
47171,24-12-13,Tokopedia,Buah,7.0,0
47172,24-12-13,Tokopedia,Gadget dan Aksesoris Handphone,0.0,0
47173,24-12-13,Tokopedia,IoT dan Smart Home,0.0,0
47174,24-12-13,Tokopedia,Peralatan Portable,0.0,0
47175,24-12-13,Tokopedia,Alat Elektronik Rumah,0.0,0
47176,24-12-13,Tokopedia,Perawatan Kesehatan,0.0,0
47177,24-12-13,Tokopedia,Fashion Wanita,0.0,0
47178,24-12-13,Tokopedia,Tanaman Hias,0.0,0
47179,24-12-13,Tokopedia,Perlengkapan Bayi,10.0,0
47180,24-12-13,Tokopedia,Perlengkapan Camping,176.0,0
47181,24-12-13,Tokopedia,Novel,0.0,0
47182,24-12-13,Tokopedia,Daging,186.547,0
47183,24-12-13,Tokopedia,Perlengkapan Ibadah,145.0,0
47184,24-12-13,Tokopedia,Perlengkapan Petshop,0.0,0
47185,24-12-13,Tokopedia,Voucher Game dan Layanan,0.0,0
47186,24-12-13,Tokopedia,Daging Putih,379.935,0
47187,24-12-13,Tokopedia,Kuliner,46.0,0
47188,24-12-13,Tokopedia,Peralatan Olahraga,0.0,0
47189,24-12-13,Tokopedia,Alat Tulis dan Kantor,0.0,0
47190,24-12-13,Tokopedia,Hasil Laut,5.0,0
47191,24-12-13,Blibli,Otomotif,0.0,0
47192,24-12-13,Blibli,Perlengkapan Bayi,0.0,0
47193,24-12-13,Blibli,Produk Kecantikan,0.0,0
47194,24-12-13,Blibli,Minuman,659.0,0
47195,24-12-13,Blibli,Buku dan Novel,0.0,0
47196,24-12-13,Blibli,Roti,374.0,0
47197,24-12-13,Blibli,Perlengkapan Kado,0.0,0
47198,24-12-13,Blibli,Peralatan Rumah Tangga,835.0,0
47199,24-12-13,Blibli,Kebutuhan Sehari-hari,492.0,0
47200,24-12-13,Blibli,Makanan Jadi,223.0,0
47201,24-12-13,Blibli,Telur Ayam,132.0,0
47202,24-12-13,Blibli,Makanan Beku KemasanS,334.906,0
47203,24-12-13,Blibli,Sayur,2904.0,0
47204,24-12-13,Blibli,Buah,6.0,0
47205,24-12-13,Blibli,Gadget dan Aksesoris Handphone,3.0,0
47206,24-12-13,Blibli,IoT dan Smart Home,0.0,0
47207,24-12-13,Blibli,Peralatan Portable,0.0,0
47208,24-12-13,Blibli,Alat Elektronik Rumah,0.0,0
47209,24-12-13,Blibli,Perawatan Kesehatan,0.0,0
47210,24-12-13,Blibli,Fashion Wanita,0.0,0
47211,24-12-13,Blibli,Tanaman Hias,0.0,0
47212,24-12-13,Blibli,Perlengkapan Bayi,19.0,0
47213,24-12-13,Blibli,Perlengkapan Camping,230.0,0
47214,24-12-13,Blibli,Novel,0.0,0
47215,24-12-13,Blibli,Daging,84.088,0
47216,24-12-13,Blibli,Perlengkapan Ibadah,145.0,0
47217,24-12-13,Blibli,Perlengkapan Petshop,0.0,0
47218,24-12-13,Blibli,Voucher Game dan Layanan,0.0,0
47219,24-12-13,Blibli,Daging Putih,280.415,0
47220,24-12-13,Blibli,Kuliner,10.0,0
47221,24-12-13,Blibli,Peralatan Olahraga,0.0,0
47222,24-12-13,Blibli,Alat Tulis dan Kantor,0.0,0
47223,24-12-13,Blibli,Hasil Laut,2.0,0
47224,24-12-13,Shopee,Otomotif,1.0,0
47225,24-12-13,Shopee,Perlengkapan Bayi,0.0,0
47226,24-12-13,Shopee,Produk Kecantikan,1.0,0
47227,24-12-13,Shopee,Minuman,1176.0,0
47228,24-12-13,Shopee,Buku dan Novel,0.0,0
47229,24-12-13,Shopee,Roti,311.0,0
47230,24-12-13,Shopee,Perlengkapan Kado,0.0,0
47231,24-12-13,Shopee,Peralatan Rumah Tangga,990.0,0
47232,24-12-13,Shopee,Kebutuhan Sehari-hari,517.0,0
47233,24-12-13,Shopee,Makanan Jadi,298.0,0
47234,24-12-13,Shopee,Telur Ayam,136.0,0
47235,24-12-13,Shopee,Makanan Beku KemasanS,722.971,0
47236,24-12-13,Shopee,Sayur,4355.0,0
47237,24-12-13,Shopee,Buah,17.0,0
47238,24-12-13,Shopee,Gadget dan Aksesoris Handphone,0.0,0
47239,24-12-13,Shopee,IoT dan Smart Home,0.0,0
47240,24-12-13,Shopee,Peralatan Portable,0.0,0
47241,24-12-13,Shopee,Alat Elektronik Rumah,0.0,0
47242,24-12-13,Shopee,Perawatan Kesehatan,0.0,0
47243,24-12-13,Shopee,Fashion Wanita,0.0,0
47244,24-12-13,Shopee,Tanaman Hias,0.0,0
47245,24-12-13,Shopee,Perlengkapan Bayi,9.0,0
47246,24-12-13,Shopee,Perlengkapan Camping,268.0,0
47247,24-12-13,Shopee,Novel,0.0,0
47248,24-12-13,Shopee,Daging,26.957,0
47249,24-12-13,Shopee,Perlengkapan Ibadah,208.0,0
47250,24-12-13,Shopee,Perlengkapan Petshop,0.0,0
47251,24-12-13,Shopee,Voucher Game dan Layanan,0.0,0
47252,24-12-13,Shopee,Daging Putih,453.238,0
47253,24-12-13,Shopee,Kuliner,25.0,0
47254,24-12-13,Shopee,Peralatan Olahraga,0.0,0
47255,24-12-13,Shopee,Alat Tulis dan Kantor,0.0,0
47256,24-12-13,Shopee,Hasil Laut,0.0,0
47257,26-12-13,Lazada,Otomotif,2.0,0
47258,26-12-13,Lazada,Perlengkapan Bayi,0.0,0
47259,26-12-13,Lazada,Produk Kecantikan,0.0,0
47260,26-12-13,Lazada,Minuman,1588.0,0
47261,26-12-13,Lazada,Buku dan Novel,0.0,0
47262,26-12-13,Lazada,Roti,130.0,0
47263,26-12-13,Lazada,Perlengkapan Kado,0.0,0
47264,26-12-13,Lazada,Peralatan Rumah Tangga,986.0,0
47265,26-12-13,Lazada,Kebutuhan Sehari-hari,264.0,0
47266,26-12-13,Lazada,Makanan Jadi,149.0,0
47267,26-12-13,Lazada,Telur Ayam,222.0,0
47268,26-12-13,Lazada,Makanan Beku KemasanS,88.489,0
47269,26-12-13,Lazada,Sayur,2616.0,0
47270,26-12-13,Lazada,Buah,5.0,0
47271,26-12-13,Lazada,Gadget dan Aksesoris Handphone,1.0,0
47272,26-12-13,Lazada,IoT dan Smart Home,0.0,0
47273,26-12-13,Lazada,Peralatan Portable,0.0,0
47274,26-12-13,Lazada,Alat Elektronik Rumah,0.0,0
47275,26-12-13,Lazada,Perawatan Kesehatan,0.0,0
47276,26-12-13,Lazada,Fashion Wanita,0.0,0
47277,26-12-13,Lazada,Tanaman Hias,0.0,0
47278,26-12-13,Lazada,Perlengkapan Bayi,4.0,0
47279,26-12-13,Lazada,Perlengkapan Camping,46.0,0
47280,26-12-13,Lazada,Novel,0.0,0
47281,26-12-13,Lazada,Daging,115.117.004,0
47282,26-12-13,Lazada,Perlengkapan Ibadah,156.0,0
47283,26-12-13,Lazada,Perlengkapan Petshop,0.0,0
47284,26-12-13,Lazada,Voucher Game dan Layanan,0.0,0
47285,26-12-13,Lazada,Daging Putih,71.938,0
47286,26-12-13,Lazada,Kuliner,13.0,0
47287,26-12-13,Lazada,Peralatan Olahraga,0.0,0
47288,26-12-13,Lazada,Alat Tulis dan Kantor,0.0,0
47289,26-12-13,Lazada,Hasil Laut,4.0,0
47290,26-12-13,Tokopedia,Otomotif,3.0,0
47291,26-12-13,Tokopedia,Perlengkapan Bayi,0.0,0
47292,26-12-13,Tokopedia,Produk Kecantikan,1.0,0
47293,26-12-13,Tokopedia,Minuman,827.0,0
47294,26-12-13,Tokopedia,Buku dan Novel,0.0,0
47295,26-12-13,Tokopedia,Roti,114.0,0
47296,26-12-13,Tokopedia,Perlengkapan Kado,0.0,0
47297,26-12-13,Tokopedia,Peralatan Rumah Tangga,988.0,0
47298,26-12-13,Tokopedia,Kebutuhan Sehari-hari,271.0,0
47299,26-12-13,Tokopedia,Makanan Jadi,237.0,0
47300,26-12-13,Tokopedia,Telur Ayam,104.0,0
47301,26-12-13,Tokopedia,Makanan Beku KemasanS,49.58,0
47302,26-12-13,Tokopedia,Sayur,2832.0,0
47303,26-12-13,Tokopedia,Buah,1.0,0
47304,26-12-13,Tokopedia,Gadget dan Aksesoris Handphone,4.0,0
47305,26-12-13,Tokopedia,IoT dan Smart Home,0.0,0
47306,26-12-13,Tokopedia,Peralatan Portable,0.0,0
47307,26-12-13,Tokopedia,Alat Elektronik Rumah,2.0,0
47308,26-12-13,Tokopedia,Perawatan Kesehatan,0.0,0
47309,26-12-13,Tokopedia,Fashion Wanita,0.0,0
47310,26-12-13,Tokopedia,Tanaman Hias,0.0,0
47311,26-12-13,Tokopedia,Perlengkapan Bayi,11.0,0
47312,26-12-13,Tokopedia,Perlengkapan Camping,142.0,0
47313,26-12-13,Tokopedia,Novel,0.0,0
47314,26-12-13,Tokopedia,Daging,224.037,0
47315,26-12-13,Tokopedia,Perlengkapan Ibadah,156.0,0
47316,26-12-13,Tokopedia,Perlengkapan Petshop,0.0,0
